Metodo,Dist,RT,Escenc,Mapa,ED,FO,G,E,U,T,TO
HEURISTICA,CLOUD,SOFT,,500,6000,1.7,12,7127,0.2217,8.63,
HEURISTICA,CLOUD,SOFT,,500,6000,1.53,9,6499,0.3472,8.22,
HEURISTICA,CLOUD,SOFT,,500,6000,2.43,3,11418,0.5584,6.37,
HEURISTICA,CLOUD,SOFT,,500,7000,1.83,15,7462,0.2484,12.75,
HEURISTICA,CLOUD,SOFT,,500,7000,1.87,10,8030,0.4061,11.04,
HEURISTICA,CLOUD,SOFT,,500,7000,1.91,9,8391,0.337,11.95,
HEURISTICA,CLOUD,SOFT,,500,7000,2.1,5,9598,0.4846,8.34,
HEURISTICA,CLOUD,SOFT,,500,7000,1.8,13,7390,0.404,10.46,
HEURISTICA,CLOUD,SOFT,,500,8000,2.04,12,8675,0.4413,16.74,
HEURISTICA,CLOUD,SOFT,,500,8000,2.06,11,8919,0.3317,15.4,
HEURISTICA,CLOUD,SOFT,,500,8000,2.11,11,9005,0.5619,16.52,
HEURISTICA,CLOUD,SOFT,,500,8000,3.14,2,14801,0.908,8.46,
HEURISTICA,CLOUD,SOFT,,500,8000,2.09,8,9404,0.3322,13.7,
HEURISTICA,CLOUD,SOFT,,500,9000,2.2,12,9428,0.4608,14.9,
HEURISTICA,CLOUD,SOFT,,500,9000,3.28,4,15617,0.5255,15.24,
HEURISTICA,CLOUD,SOFT,,500,9000,2.41,8,10849,0.5284,18.72,
HEURISTICA,CLOUD,SOFT,,500,9000,2.25,11,9619,0.6893,18.82,
HEURISTICA,CLOUD,SOFT,,500,9000,2.19,12,9417,0.4515,18.91,
HEURISTICA,CLOUD,SOFT,,500,10000,2.67,12,11859,0.3599,27.04,
HEURISTICA,CLOUD,SOFT,,500,10000,2.93,3,13843,0.6386,18.16,
HEURISTICA,CLOUD,SOFT,,500,10000,4.25,2,20261,1,17.46,
HEURISTICA,CLOUD,SOFT,,500,10000,2.39,11,10629,0.307,24.8,
HEURISTICA,CLOUD,SOFT,,500,10000,2.5,13,10769,0.521,24.27,
HEURISTICA,CLOUD,SOFT,,500,11000,2.65,13,11642,0.392,29.64,
HEURISTICA,CLOUD,SOFT,,500,11000,2.72,11,11906,0.7607,24.78,
HEURISTICA,CLOUD,SOFT,,500,11000,2.76,11,12314,0.5065,31.12,
HEURISTICA,CLOUD,SOFT,,500,11000,2.79,12,12408,0.4289,30.35,
HEURISTICA,CLOUD,SOFT,,500,11000,2.72,14,11769,0.5712,31.73,
HEURISTICA,CLOUD,SOFT,,500,12500,1.74,14,14184,0.5559,44.81,
HEURISTICA,CLOUD,SOFT,,500,12500,1.65,13,13462,0.5289,40,
HEURISTICA,CLOUD,SOFT,,500,12500,1.91,5,17459,0.8671,27.68,
HEURISTICA,CLOUD,SOFT,,500,12500,2.05,6,18954,0.4987,32.26,
HEURISTICA,CLOUD,SOFT,,500,12500,1.89,5,17241,0.8074,30.12,
HEURISTICA,CLOUD,SOFT,,500,14000,1.76,13,14514,0.6615,49.42,
HEURISTICA,CLOUD,SOFT,,500,14000,1.94,6,17776,0.6021,38.76,
HEURISTICA,CLOUD,SOFT,,500,14000,1.87,13,15664,0.6194,55.36,
HEURISTICA,CLOUD,SOFT,,500,14000,1.86,14,15326,0.6008,45.46,
HEURISTICA,CLOUD,SOFT,,500,14000,2.56,4,24070,0.9942,42.22,
HEURISTICA,CLOUD,SOFT,,500,15500,1.95,14,15923,0.9726,61.36,
HEURISTICA,CLOUD,SOFT,,500,15500,2.04,16,16751,0.5321,67.22,
HEURISTICA,CLOUD,SOFT,,500,15500,2.08,15,17309,0.6141,67.38,
HEURISTICA,CLOUD,SOFT,,500,15500,2.5,3,23757,0.897,49.08,
HEURISTICA,CLOUD,SOFT,,500,15500,2.04,17,16554,0.631,68.97,
HEURISTICA,CLOUD,SOFT,,500,17000,2.06,12,17533,0.8421,78.38,
HEURISTICA,CLOUD,SOFT,,500,17000,2.25,14,19076,0.7876,80.44,
HEURISTICA,CLOUD,SOFT,,500,17000,2.36,5,22124,0.6315,61.64,
HEURISTICA,CLOUD,SOFT,,500,17000,2.21,10,19333,1,77.91,
HEURISTICA,CLOUD,SOFT,,500,17000,2.21,11,19415,0.6549,85.82,
HEURISTICA,CLOUD,SOFT,,500,18500,2.32,14,19630,1,96.94,
HEURISTICA,CLOUD,SOFT,,500,18500,2.29,15,19204,0.9087,99.6,
HEURISTICA,CLOUD,SOFT,,500,18500,2.37,14,20102,1,101.23,
HEURISTICA,CLOUD,SOFT,,500,18500,2.36,13,20375,0.7622,102.68,
HEURISTICA,CLOUD,SOFT,,500,18500,2.32,10,20401,0.987,93.49,
HEURISTICA,CLOUD,SOFT,,500,20000,2.46,15,20891,0.8934,91.32,
HEURISTICA,CLOUD,SOFT,,500,20000,3.36,3,32270,1,88.14,
HEURISTICA,CLOUD,SOFT,,500,20000,2.8,5,26186,1,66.42,
HEURISTICA,CLOUD,SOFT,,500,20000,2.73,5,25572,0.939,83.24,
HEURISTICA,CLOUD,SOFT,,500,20000,2.6,18,21626,0.9778,119.25,
CPLEX,UNIFORME,SOFT,,500,1000,1.62,23,1152,0.0091,198.88,
CPLEX,UNIFORME,SOFT,,500,1000,1.63,18,1261,0.0103,183.13,
CPLEX,UNIFORME,SOFT,,500,1000,1.6,13,1478,0.011,184.39,
CPLEX,UNIFORME,SOFT,,500,1000,1.59,19,1203,0.0104,183.07,
CPLEX,UNIFORME,SOFT,,500,1000,1.62,21,1195,0.0105,184.7,
HEURISTICA,UNIFORME,SOFT,,500,1000,1.72,20,1309,0.0194,0.345,
HEURISTICA,UNIFORME,SOFT,,500,1000,1.79,15,1454,0.041,0.354,
HEURISTICA,UNIFORME,SOFT,,500,1000,1.79,16,1439,0.0358,0.335,
HEURISTICA,UNIFORME,SOFT,,500,1000,1.78,13,1478,0.0565,0.329,
HEURISTICA,UNIFORME,SOFT,,500,1000,1.72,20,1301,0.0184,0.292,
CPLEX,UNIFORME,SOFT,,500,2000,0.82,11,2931,0.039,960.46,
CPLEX,UNIFORME,SOFT,,500,2000,0.83,13,2795,0.0373,1003.71,
CPLEX,UNIFORME,SOFT,,500,2000,0.82,10,3025,0.0472,1229.44,
CPLEX,UNIFORME,SOFT,,500,2000,0.84,14,2734,0.0223,1473.47,
CPLEX,UNIFORME,SOFT,,500,2000,0.84,13,2837,0.0256,3678.68,
HEURISTICA,UNIFORME,SOFT,,500,2000,0.92,18,2734,0.0585,1.13,
HEURISTICA,UNIFORME,SOFT,,500,2000,0.88,15,2863,0.0732,1.14,
HEURISTICA,UNIFORME,SOFT,,500,2000,0.94,19,2749,0.0727,1.11,
HEURISTICA,UNIFORME,SOFT,,500,2000,0.95,20,2693,0.0509,1.09,
HEURISTICA,UNIFORME,SOFT,,500,2000,0.93,19,2722,0.0454,1.12,
HEURISTICA,UNIFORME,SOFT,,500,3000,1.82,5,8250,0.4777,1.72,
HEURISTICA,UNIFORME,SOFT,,500,3000,1.43,6,6385,0.2272,1.77,
HEURISTICA,UNIFORME,SOFT,,500,3000,1.61,7,7140,0.2477,1.7,
HEURISTICA,UNIFORME,SOFT,,500,3000,1.17,13,4466,0.1152,2.34,
HEURISTICA,UNIFORME,SOFT,,500,3000,1.56,5,7060,0.3435,1.73,
HEURISTICA,UNIFORME,SOFT,,500,4000,1.48,16,5719,0.1204,3.97,
HEURISTICA,UNIFORME,SOFT,,500,4000,2.1,6,9575,0.3906,3.08,
HEURISTICA,UNIFORME,SOFT,,500,4000,1.48,19,5428,0.096,4.5,
HEURISTICA,UNIFORME,SOFT,,500,4000,1.43,13,5748,0.1381,4.08,
HEURISTICA,UNIFORME,SOFT,,500,4000,1.45,19,5259,0.1023,4.28,
HEURISTICA,UNIFORME,SOFT,,500,5000,1.77,17,7045,0.1114,6.16,
HEURISTICA,UNIFORME,SOFT,,500,5000,1.8,18,7046,0.19,6.64,
HEURISTICA,UNIFORME,SOFT,,500,5000,1.67,19,6381,0.1102,6.64,
HEURISTICA,UNIFORME,SOFT,,500,5000,2.55,6,11734,0.53,4.32,
HEURISTICA,UNIFORME,SOFT,,500,5000,2.36,8,10578,0.536,4.85,
HEURISTICA,UNIFORME,SOFT,,500,6000,2.04,22,7915,0.1359,8.3,
HEURISTICA,UNIFORME,SOFT,,500,6000,2.95,6,13818,0.4354,7.25,
HEURISTICA,UNIFORME,SOFT,,500,6000,2.08,17,8605,0.1527,8.35,
HEURISTICA,UNIFORME,SOFT,,500,6000,2.56,8,11707,0.3951,7.24,
HEURISTICA,UNIFORME,SOFT,,500,6000,2.08,17,8550,0.1814,10.1,
HEURISTICA,UNIFORME,SOFT,,500,7000,2.3,17,9659,0.2101,13.83,
HEURISTICA,UNIFORME,SOFT,,500,7000,2.28,18,9483,0.1726,14.23,
HEURISTICA,UNIFORME,SOFT,,500,7000,2.36,21,9553,0.166,11.98,
HEURISTICA,UNIFORME,SOFT,,500,7000,3.42,7,16022,0.4584,8.72,
HEURISTICA,UNIFORME,SOFT,,500,7000,3.53,7,16595,0.4352,10.75,
HEURISTICA,UNIFORME,SOFT,,500,8000,2.66,16,11466,0.2721,18.35,
HEURISTICA,UNIFORME,SOFT,,500,8000,3.7,6,17405,0.6226,14.58,
HEURISTICA,UNIFORME,SOFT,,500,8000,2.6,19,10903,0.2492,18.32,
HEURISTICA,UNIFORME,SOFT,,500,8000,2.54,19,10631,0.1927,15.04,
HEURISTICA,UNIFORME,SOFT,,500,8000,2.64,20,11053,0.2277,18.12,
HEURISTICA,UNIFORME,SOFT,,500,9000,2.9,17,12627,0.2495,24.44,
HEURISTICA,UNIFORME,SOFT,,500,9000,4.11,7,19585,0.3512,14.95,
HEURISTICA,UNIFORME,SOFT,,500,9000,3.74,8,17619,0.3761,18.65,
HEURISTICA,UNIFORME,SOFT,,500,9000,4,7,18954,0.5052,18.41,
HEURISTICA,UNIFORME,SOFT,,500,9000,2.96,19,12720,0.2821,21.74,
HEURISTICA,UNIFORME,SOFT,,500,10000,3.16,16,13935,0.3083,31.52,
HEURISTICA,UNIFORME,SOFT,,500,10000,4.34,8,20594,0.3656,23.24,
HEURISTICA,UNIFORME,SOFT,,500,10000,3.18,16,14100,0.2892,32,
HEURISTICA,UNIFORME,SOFT,,500,10000,4.82,5,23087,0.6456,22.82,
HEURISTICA,UNIFORME,SOFT,,500,10000,3.14,15,13974,0.2786,30.19,
HEURISTICA,UNIFORME,SOFT,,500,11000,3.34,19,14595,0.2581,31.66,
HEURISTICA,UNIFORME,SOFT,,500,11000,3.49,18,15356,0.3864,37.69,
HEURISTICA,UNIFORME,SOFT,,500,11000,4.72,8,22453,0.4792,28.91,
HEURISTICA,UNIFORME,SOFT,,500,11000,3.47,17,15380,0.3253,27.78,
HEURISTICA,UNIFORME,SOFT,,500,11000,4.62,10,21460,0.7895,38.43,
HEURISTICA,UNIFORME,SOFT,,500,12500,2.1,18,17182,0.2689,49.83,
HEURISTICA,UNIFORME,SOFT,,500,12500,2.8,7,26147,0.5641,39.37,
HEURISTICA,UNIFORME,SOFT,,500,12500,3,7,28062,0.6793,39.5,
HEURISTICA,UNIFORME,SOFT,,500,12500,2.13,22,16650,0.3334,50.14,
HEURISTICA,UNIFORME,SOFT,,500,12500,2.77,10,25248,0.6121,41.17,
HEURISTICA,UNIFORME,SOFT,,500,14000,2.31,19,18994,0.3427,57.81,
HEURISTICA,UNIFORME,SOFT,,500,14000,2.28,19,18748,0.3563,57.6,
HEURISTICA,UNIFORME,SOFT,,500,14000,2.96,8,27478,0.7273,53.14,
HEURISTICA,UNIFORME,SOFT,,500,14000,2.95,9,27328,0.497,51.17,
HEURISTICA,UNIFORME,SOFT,,500,14000,2.37,17,19902,0.4745,68.47,
HEURISTICA,UNIFORME,SOFT,,500,15500,2.53,18,21474,0.296,71.63,
HEURISTICA,UNIFORME,SOFT,,500,15500,2.51,19,20941,0.4103,84.55,
HEURISTICA,UNIFORME,SOFT,,500,15500,3.46,8,32428,0.7039,65.87,
HEURISTICA,UNIFORME,SOFT,,500,15500,3.26,10,30235,0.5382,65.39,
HEURISTICA,UNIFORME,SOFT,,500,15500,2.51,18,21238,0.3921,81.4,
HEURISTICA,UNIFORME,SOFT,,500,17000,2.76,20,23381,0.3352,95.76,
HEURISTICA,UNIFORME,SOFT,,500,17000,2.59,17,22130,0.4862,101.53,
HEURISTICA,UNIFORME,SOFT,,500,17000,3.26,11,29751,0.9049,82,
HEURISTICA,UNIFORME,SOFT,,500,17000,2.78,17,23880,0.7132,105.6,
HEURISTICA,UNIFORME,SOFT,,500,17000,2.75,19,23347,0.4611,93.26,
HEURISTICA,UNIFORME,SOFT,,500,18500,2.92,17,25376,0.5839,124.41,
HEURISTICA,UNIFORME,SOFT,,500,18500,2.96,21,24813,0.6998,125.92,
HEURISTICA,UNIFORME,SOFT,,500,18500,2.89,18,25926,0.3927,123.17,
HEURISTICA,UNIFORME,SOFT,,500,18500,3.76,8,35300,0.8814,84.55,
HEURISTICA,UNIFORME,SOFT,,500,18500,3.77,9,35258,0.7804,101.32,
HEURISTICA,UNIFORME,SOFT,,500,20000,3.84,13,35395,9.5799,125.7,
HEURISTICA,UNIFORME,SOFT,,500,20000,3.76,9,35131,0.91,119.26,
HEURISTICA,UNIFORME,SOFT,,500,20000,3.11,17,27301,0.5758,147.7,
HEURISTICA,UNIFORME,SOFT,,500,20000,2.99,23,25038,0.3565,14.98,
HEURISTICA,UNIFORME,SOFT,,500,20000,4.05,11,37714,0.7684,118.13,
HEURISTICA,CLOUD,SOFT,,1000,4000,9.51,6,9046,0.4239,3.37,
HEURISTICA,CLOUD,SOFT,,1000,4000,7.18,13,6779,0.186,3.23,
HEURISTICA,CLOUD,SOFT,,1000,4000,14.2,3,13683,0.5873,1.61,
HEURISTICA,CLOUD,SOFT,,1000,4000,8.73,8,8307,0.3353,3.03,
HEURISTICA,CLOUD,SOFT,,1000,4000,7.26,10,6841,0.2878,3.26,
HEURISTICA,CLOUD,SOFT,,1000,6000,2.27,12,10028,0.165,7.13,
HEURISTICA,CLOUD,SOFT,,1000,6000,2.93,9,13444,0.4081,7.73,
HEURISTICA,CLOUD,SOFT,,1000,6000,2.41,16,10219,0.2729,8.59,
HEURISTICA,CLOUD,SOFT,,1000,6000,2.46,11,11021,0.2266,7.42,
HEURISTICA,CLOUD,SOFT,,1000,6000,2.47,11,11079,0.2065,8.14,
HEURISTICA,CLOUD,SOFT,,1000,8000,1.6,13,13182,0.2222,14.39,
HEURISTICA,CLOUD,SOFT,,1000,8000,1.72,16,13803,0.2795,12.56,
HEURISTICA,CLOUD,SOFT,,1000,8000,1.78,13,14895,0.4249,14.35,
HEURISTICA,CLOUD,SOFT,,1000,8000,1.72,15,14005,0.2945,15.13,
HEURISTICA,CLOUD,SOFT,,1000,8000,1.95,5,17933,0.7727,10.6,
HEURISTICA,CLOUD,SOFT,,1000,10000,1.08,13,15704,0.4019,24.75,
HEURISTICA,CLOUD,SOFT,,1000,10000,1.29,15,19544,0.3298,26.91,
HEURISTICA,CLOUD,SOFT,,1000,10000,1.09,13,16303,0.3255,25.83,
HEURISTICA,CLOUD,SOFT,,1000,10000,1.05,12,15899,0.4206,23.52,
HEURISTICA,CLOUD,SOFT,,1000,10000,1.12,12,17234,0.3903,23.65,
HEURISTICA,CLOUD,SOFT,,1000,15000,1.63,20,24259,0.519,65.17,
HEURISTICA,CLOUD,SOFT,,1000,15000,1.61,16,25291,0.6618,55.88,
HEURISTICA,CLOUD,SOFT,,1000,15000,1.68,17,26559,0.4424,65.94,
HEURISTICA,CLOUD,SOFT,,1000,15000,2,15,33371,0.8753,62.47,
HEURISTICA,CLOUD,SOFT,,1000,15000,1.66,19,25445,0.3472,63.44,
HEURISTICA,CLOUD,SOFT,,1000,20000,1.75,13,29385,0.4468,115.87,
HEURISTICA,CLOUD,SOFT,,1000,20000,1.95,19,30897,0.5422,119.1,
HEURISTICA,CLOUD,SOFT,,1000,20000,2.13,13,36881,0.5788,132.44,
HEURISTICA,CLOUD,SOFT,,1000,20000,2.05,16,34097,0.7432,131.52,
HEURISTICA,CLOUD,SOFT,,1000,20000,1.92,15,31718,0.4883,180.01,
HEURISTICA,CLOUD,SOFT,,1000,25000,2.41,18,40456,0.7406,188.03,
HEURISTICA,CLOUD,SOFT,,1000,25000,2.37,21,38577,0.4883,180.07,
HEURISTICA,CLOUD,SOFT,,1000,25000,2.41,18,40456,0.7406,188.03,
HEURISTICA,CLOUD,SOFT,,1000,25000,2.35,19,38818,0.7999,171.81,
HEURISTICA,CLOUD,SOFT,,1000,25000,2.44,18,41056,0.7351,153.51,
HEURISTICA,CLOUD,SOFT,,1000,30000,2.73,19,46598,0.6322,334.32,
HEURISTICA,CLOUD,SOFT,,1000,30000,2.68,16,46508,0.7816,340.36,
HEURISTICA,CLOUD,SOFT,,1000,30000,2.61,19,44159,0.6679,327.09,
HEURISTICA,CLOUD,SOFT,,1000,30000,2.64,18,45115,0.7551,341.32,
HEURISTICA,CLOUD,SOFT,,1000,30000,2.72,21,45503,0.6972,336.14,
HEURISTICA,CLOUD,SOFT,,1000,35000,3.84,14,70427,1,345.66,
HEURISTICA,CLOUD,SOFT,,1000,35000,3.14,18,54844,0.9162,485.32,
HEURISTICA,CLOUD,SOFT,,1000,35000,3.14,22,53451,0.8474,376.92,
HEURISTICA,CLOUD,SOFT,,1000,35000,3.11,23,52240,0.996,376.92,
HEURISTICA,CLOUD,SOFT,,1000,35000,3.18,19,55525,0.7417,493.78,
HEURISTICA,CLOUD,SOFT,,1000,40000,3.33,22,57291,0.6193,672.48,
HEURISTICA,CLOUD,SOFT,,1000,40000,3.36,23,57334,0.7881,699.78,
HEURISTICA,CLOUD,SOFT,,1000,40000,3.4,17,60635,0.8055,699.44,
HEURISTICA,CLOUD,SOFT,,1000,40000,3.36,24,56955,0.7067,663.66,
HEURISTICA,CLOUD,SOFT,,1000,40000,3.49,21,60657,0.9908,689.72,
CPLEX,UNIFORME,SOFT,,1000,4000,7.54,44,6639,0.032,1908.55,
CPLEX,UNIFORME,SOFT,,1000,4000,7.82,41,6974,0.0348,1842.01,
CPLEX,UNIFORME,SOFT,,1000,4000,7.95,41,7102,0.0335,1895.38,
CPLEX,UNIFORME,SOFT,,1000,4000,8.01,45,7081,0.0349,1931.18,
CPLEX,UNIFORME,SOFT,,1000,4000,7.82,39,7009,0.0375,1512.76,
HEURISTICA,UNIFORME,SOFT,,1000,4000,10.45,18,9914,0.1872,3.76,
HEURISTICA,UNIFORME,SOFT,,1000,4000,10.38,22,9787,0.1947,3.81,
HEURISTICA,UNIFORME,SOFT,,1000,4000,10.48,23,9862,0.2007,3.34,
HEURISTICA,UNIFORME,SOFT,,1000,4000,20.44,5,19883,0.5861,2.7,
HEURISTICA,UNIFORME,SOFT,,1000,4000,10.33,19,9799,0.1989,3.94,
HEURISTICA,UNIFORME,SOFT,,1000,6000,2.39,23,14025,0.1991,9.97,
HEURISTICA,UNIFORME,SOFT,,1000,6000,3.51,18,15521,0.289,8.86,
HEURISTICA,UNIFORME,SOFT,,1000,6000,5.18,8,24669,0.5501,6.91,
HEURISTICA,UNIFORME,SOFT,,1000,6000,3.32,23,14111,0.2457,7.82,
HEURISTICA,UNIFORME,SOFT,,1000,6000,3.46,19,15165,0.3068,7.47,
HEURISTICA,UNIFORME,SOFT,,1000,8000,2.38,21,19218,0.4752,18.85,
HEURISTICA,UNIFORME,SOFT,,1000,8000,2.39,21,19284,0.5077,17.59,
HEURISTICA,UNIFORME,SOFT,,1000,8000,2.44,15,21029,0.5142,18.12,
HEURISTICA,UNIFORME,SOFT,,1000,8000,3.3,11,30396,0.5145,13.04,
HEURISTICA,UNIFORME,SOFT,,1000,8000,2.42,18,20249,0.4507,18.57,
HEURISTICA,UNIFORME,SOFT,,1000,10000,1.63,15,26127,0.7192,30.8,
HEURISTICA,UNIFORME,SOFT,,1000,10000,1.6,16,25209,0.563,28.68,
HEURISTICA,UNIFORME,SOFT,,1000,10000,1.64,22,23599,0.4457,26.14,
HEURISTICA,UNIFORME,SOFT,,1000,10000,2.15,8,39323,0.7577,22.52,
HEURISTICA,UNIFORME,SOFT,,1000,10000,1.66,20,24703,0.6221,29.58,
HEURISTICA,UNIFORME,SOFT,,1000,15000,2.29,21,37016,0.6026,80.49,
HEURISTICA,UNIFORME,SOFT,,1000,15000,2.35,20,38415,0.6591,77.9,
HEURISTICA,UNIFORME,SOFT,,1000,15000,2.21,27,32956,0.4889,99.13,
HEURISTICA,UNIFORME,SOFT,,1000,15000,2.2,27,32864,0.4703,112.7,
HEURISTICA,UNIFORME,SOFT,,1000,15000,2.18,27,32398,0.6743,109.09,
HEURISTICA,UNIFORME,SOFT,,1000,20000,2.85,30,44409,0.85,228.14,
HEURISTICA,UNIFORME,SOFT,,1000,20000,2.62,30,39941,0.5455,221.66,
HEURISTICA,UNIFORME,SOFT,,1000,20000,2.82,33,42631,0.7088,219.83,
HEURISTICA,UNIFORME,SOFT,,1000,20000,2.62,26,41657,0.5296,230.46,
HEURISTICA,UNIFORME,SOFT,,1000,20000,2.75,27,43747,0.6748,227.29,
HEURISTICA,UNIFORME,SOFT,,1000,25000,3.24,32,51494,0.6869,385.51,
HEURISTICA,UNIFORME,SOFT,,1000,25000,3.34,29,54617,0.8406,382.32,
HEURISTICA,UNIFORME,SOFT,,1000,25000,3.29,30,53281,0.8155,380.54,
HEURISTICA,UNIFORME,SOFT,,1000,25000,3.1,32,48760,0.6272,395.77,
HEURISTICA,UNIFORME,SOFT,,1000,25000,3.19,33,49910,0.7941,395.77,
HEURISTICA,UNIFORME,SOFT,,1000,30000,3.68,36,58650,0.6917,395.77,
HEURISTICA,UNIFORME,SOFT,,1000,30000,3.66,34,58941,0.7262,629.94,
HEURISTICA,UNIFORME,SOFT,,1000,30000,3.76,33,61233,0.9118,564.93,
HEURISTICA,UNIFORME,SOFT,,1000,30000,3.7,35,59417,0.8479,599.84,
HEURISTICA,UNIFORME,SOFT,,1000,30000,3.52,73,40687,0.6804,640.87,
HEURISTICA,UNIFORME,SOFT,,1000,35000,4.01,37,64676,0.9291,837.51,
HEURISTICA,UNIFORME,SOFT,,1000,35000,4.07,35,66839,0.8423,872.53,
HEURISTICA,UNIFORME,SOFT,,1000,35000,4.08,34,67405,0.8708,891.48,
HEURISTICA,UNIFORME,SOFT,,1000,35000,4.15,34,68849,0.7722,853.69,
HEURISTICA,UNIFORME,SOFT,,1000,35000,4.05,36,66015,0.777,869.24,
HEURISTICA,UNIFORME,SOFT,,1000,40000,4.85,37,81479,0.9706,1286.9,
HEURISTICA,UNIFORME,SOFT,,1000,40000,4.84,42,79198,0.9532,1101.36,
HEURISTICA,UNIFORME,SOFT,,1000,40000,4.51,42,72738,0.8763,1271.04,
HEURISTICA,UNIFORME,SOFT,,1000,40000,4.5,41,72879,0.9461,1211.72,
HEURISTICA,UNIFORME,SOFT,,1000,40000,4.5,45,71247,0.9119,1103.63,